Date,Hours,Consumption,Price,Cost
2018-12-01 , 0.0 , 9.0 , 0.091755203 , 8.257968269999999E-4
2018-12-01 , 1.0 , 9.0 , 0.091977128 , 8.27794152E-4
2018-12-01 , 2.0 , 8.0 , 0.091866654 , 7.349332320000001E-4
2018-12-01 , 3.0 , 9.0 , 0.090140346 , 8.11263114E-4
2018-12-01 , 4.0 , 9.0 , 0.085137452 , 7.662370680000001E-4
2018-12-01 , 5.0 , 9.0 , 0.081329134 , 7.31962206E-4
2018-12-01 , 6.0 , 10.0 , 0.081808664 , 8.180866399999999E-4
2018-12-01 , 7.0 , 9.0 , 0.087170902 , 7.84538118E-4
2018-12-01 , 8.0 , 9.0 , 0.0869366 , 7.824294000000001E-4
2018-12-01 , 9.0 , 9.0 , 0.084425661 , 7.598309490000001E-4
2018-12-01 , 10.0 , 8.0 , 0.084285229 , 6.74281832E-4
2018-12-01 , 11.0 , 9.0 , 0.083995393 , 7.559585370000001E-4
2018-12-01 , 12.0 , 8.0 , 0.154898938 , 0.001239191504
2018-12-01 , 13.0 , 9.0 , 0.157590698 , 0.001418316282
2018-12-01 , 14.0 , 8.0 , 0.156994841 , 0.001255958728
2018-12-01 , 15.0 , 9.0 , 0.152795908 , 0.0013751631720000002
2018-12-01 , 16.0 , 8.0 , 0.152891018 , 0.0012231281439999998
2018-12-01 , 17.0 , 8.0 , 0.155835195 , 0.00124668156
2018-12-01 , 18.0 , 9.0 , 0.159339414 , 0.001434054726
2018-12-01 , 19.0 , 8.0 , 0.158177717 , 0.001265421736
2018-12-01 , 20.0 , 8.0 , 0.15796054 , 0.0012636843200000002
2018-12-01 , 21.0 , 8.0 , 0.159251813 , 0.001274014504
2018-12-01 , 22.0 , 9.0 , 0.088739128 , 7.986521520000001E-4
2018-12-01 , 23.0 , 9.0 , 0.085887439 , 7.729869509999999E-4

2018-12-02 , 0.0 , 9.0 , 0.08255905 , 7.430314499999999E-4
2018-12-02 , 1.0 , 10.0 , 0.07451007 , 7.451007E-4
2018-12-02 , 2.0 , 9.0 , 0.070012887 , 6.30115983E-4
2018-12-02 , 3.0 , 9.0 , 0.069664795 , 6.26983155E-4
2018-12-02 , 4.0 , 9.0 , 0.067612459 , 6.08512131E-4
2018-12-02 , 5.0 , 10.0 , 0.067610439 , 6.761043899999999E-4
